mol_id,name,formal_charge,n_atoms,source_index,paff,smiles,smina_affinity_kcal_mol,smina_score,aimnet_interaction_kcal_mol,input_interaction_kcal_mol,pre_minimization_interaction_kcal_mol,initial_interaction_ligand_ev,interaction_geometry,complex_bound_ev,pocket_ev,complex_initial_ev,complex_minimization_steps,complex_final_max_force_ev_a,complex_optimization_converged,gas_bound_ev,interaction_ligand_ev,interaction_model,desolvation_gas_model,cpcm_bound_ev,cpcm_local_min_ev,desolvation_kcal_mol,local_strain_kcal_mol,aimnet2_composite_kcal_mol,optimization_steps,bound_refinement_steps,restrained_rotatable_torsions,final_max_force_ev_a,optimization_converged,error,aimnet_interaction_rank,aimnet2_score_rank,benchmark,rank
69855,L1:P33981:69855,0,108,4,9.1367,CCc1nn(CCOCCOCCOC)c(CC)c1NC(=O)c1ccn-2c1CCc1cnc(Nc3ccc(cc3OC)N3CCN(CC3)C(=O)COC)nc-21,-7.20735,7.20735,-178.8945435099936,26.841362296339337,-102.3538809728196,-69010.22791978369,fixed_pocket_aimnet2025_minimized_v2,-358891.6688496396,-289871.9718237872,-358886.63822793495,716,0.0019581275992095,True,-69091.48035382963,-69011.93942421934,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-69092.51133307104,-69094.29761422334,23.77494610912086,41.19262195140136,-113.9269754494714,922,0,26,0.0018127257935702,True,,1.0,1.0,t3/L1/P33981,1
13094,L1:P33981:13094,0,58,0,7.6576,Cc1cc(ccc1Nc1ncc2ccn(C3CCCCC3)c2n1)N1CCOCC1,-8.83458,8.83458,-122.61510404130044,-11.383459848175894,-77.38861155907458,-33803.43396810927,fixed_pocket_aimnet2025_minimized_v2,-323681.3642508848,-289871.9718237872,-323678.76167971524,220,0.0018911475781351,True,-33843.71765338735,-33804.07533294433,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-33844.02155620077,-33844.93648110466,7.008165364791781,21.09866950756108,-94.50826916894756,248,0,5,0.0018717201892286,True,,2.0,2.0,t3/L1/P33981,2
125573,L1:P33981:125573,0,67,8,8.699,COc1cc(N2CCN(S(C)(=O)=O)CC2)ccc1Nc1nc(NC2CCCCC2)c2[nH]cnc2n1,-8.06229,8.06229,-121.13430237675465,-1.2818342656608868,-73.62691698982053,-53244.47184265383,fixed_pocket_aimnet2025_minimized_v2,-343123.16709512234,-289871.9718237872,-343119.6364317444,866,0.0018535135313868,True,-53299.25667829394,-53245.94239081961,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-53300.25234704664,-53301.419996123,22.960666895114677,26.92662737469972,-71.24700810694026,403,0,9,0.0017601926811039,True,,3.0,3.0,t3/L1/P33981,3
24785,L1:P33981:24785,0,66,2,9.4685,COc1cc(ccc1Nc1nc2ccc(cn2n1)-c1ccc(NC(=O)[C@H](C)c2ccc(F)cc2)cc1)S(C)(=O)=O |r|,-8.49635,8.49635,-103.94340843145903,9.7758134350119,-49.65765166072579,-59659.73719671401,fixed_pocket_aimnet2025_minimized_v2,-349537.63256053487,-289871.9718237872,-349533.86238008423,666,0.0019515953026711,True,-59721.26385673451,-59661.1533239492,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-59722.0965377207,-59723.023521242605,19.20207970968376,21.376747845016784,-63.36458087675851,439,0,12,0.0019280810374766,True,,4.0,5.0,t3/L1/P33981,4
29015,L1:P33981:29015,0,62,3,9.699,Cc1cc(ccc1C(=O)NC1CC1)-c1cnc2c(NCCC(F)(F)F)nc(Cc3ccccc3)cn12,-7.60364,7.60364,-103.85277336649736,-12.423960028714276,-57.273460842377645,-46046.61390117027,fixed_pocket_aimnet2025_minimized_v2,-335925.5668647193,-289871.9718237872,-335921.0693372837,594,0.001860863994807,True,-46101.35550397023,-46049.09155844206,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-46101.9647317041,-46103.03131183649,14.049125296781154,24.59592215804861,-65.20772591166761,537,0,11,0.0019873594865202,True,,5.0,4.0,t3/L1/P33981,5
124206,L1:P33981:124206,0,62,7,8.5229,Cn1cc(cn1)-c1cc2cnc(Nc3ccc(cc3Cl)-c3cncn3C)cc2n1C(=O)OC(C)(C)C,-8.10068,8.10068,-99.6516524665154,5.319566331233873,-44.89618716769926,-54409.258957140926,fixed_pocket_aimnet2025_minimized_v2,-344286.9099119288,-289871.9718237872,-344283.1776638685,1000,0.0337267257273197,False,-54462.78236642942,-54410.61678349613,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-54463.39466725809,-54464.36006752236,14.119992546365614,22.262658969746088,-63.26900095040371,440,0,12,0.0019952238071709,True,,6.0,6.0,t3/L1/P33981,6
137617,L1:P33981:137617,0,88,9,7.1487,CCc1cccc(CC)c1NC(=O)c1nn(C)c-2c1CCc1cnc(Nc3ccc(cc3OC(F)(F)F)C(=O)NC3CCN(C)CC3)nc-21,-8.70705,8.70705,-92.1868637193941,15.180525544456934,-41.92030359804442,-63113.0597973292,fixed_pocket_aimnet2025_minimized_v2,-352990.717900111,-289871.9718237872,-352986.84945753147,457,0.0018535370472818,True,-63186.53808010725,-63114.74847555574,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-63187.10637358108,-63188.12103683275,13.105158835058058,23.398690447103856,-55.683014437232174,1000,0,16,0.0120073724538087,False,,7.0,7.0,t3/L1/P33981,7
110486,L1:P33981:110486,0,54,6,9.0,COc1cc(C(=O)N(C)C)ccc1Nc1nc(OC2CCCC2)c2cc[nH]c2n1,-7.49867,7.49867,-83.57927854008629,7.486124129603066,-46.32216552996917,-35758.00832509204,fixed_pocket_aimnet2025_minimized_v2,-325634.13455760595,-289871.9718237872,-325631.988868094,260,0.0018780654063448,True,-35799.987248244564,-35758.53839327169,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-35800.66101340522,-35801.51269775419,15.537393713836108,19.640307666025976,-48.40157716022421,879,0,10,0.0018492243252694,True,,8.0,8.0,t3/L1/P33981,8
17304,L1:P33981:17304,0,47,1,7.7696,O=C(NC1CC1)c1ccc(cc1)-c1cnc2c(NCc3cccs3)nccn12,-7.26613,7.26613,-55.78478867759306,3.982461461270425,-23.896622262697218,-42398.725916416406,fixed_pocket_aimnet2025_minimized_v2,-332275.5747605909,-289871.9718237872,-332271.73399582243,956,0.0019984345417469,True,-42441.71588752345,-42401.18387941239,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-42442.15671287543,-42442.50811543443,10.165674114106857,8.103535519731697,-37.515579043754514,290,0,7,0.001383748371154,True,,9.0,9.0,t3/L1/P33981,9
100543,L1:P33981:100543,0,25,5,7.0088,O=C1c2ccccc2-c2n[nH]c3cccc1c23,-7.92594,7.92594,-37.15501041393091,-3.716336693007376,-30.74637587966967,-19665.215609145747,fixed_pocket_aimnet2025_minimized_v2,-309539.1233884405,-289871.9718237872,-309538.52072198165,180,0.001958837499842,True,-19688.67920253046,-19665.540370908628,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-19689.02197034812,-19689.12655416819,7.904413653933289,2.4117601850289336,-26.83883657496869,102,0,0,0.0017396968323737,True,,10.0,10.0,t3/L1/P33981,10
