mol_id,name,formal_charge,n_atoms,source_index,paff,smiles,smina_affinity_kcal_mol,smina_score,aimnet_interaction_kcal_mol,input_interaction_kcal_mol,pre_minimization_interaction_kcal_mol,initial_interaction_ligand_ev,interaction_geometry,complex_bound_ev,pocket_ev,complex_initial_ev,complex_minimization_steps,complex_final_max_force_ev_a,complex_optimization_converged,gas_bound_ev,interaction_ligand_ev,interaction_model,desolvation_gas_model,cpcm_bound_ev,cpcm_local_min_ev,desolvation_kcal_mol,local_strain_kcal_mol,aimnet2_composite_kcal_mol,optimization_steps,bound_refinement_steps,restrained_rotatable_torsions,final_max_force_ev_a,optimization_converged,error,aimnet_interaction_rank,aimnet2_score_rank,benchmark,rank
13433,L1:P51532:13433,0,33,0,7.1427,Nc1nnc(cc1-c1ccccc1)-c1ccccc1O,-9.092,9.092,-181.30964872653016,26.62849042470144,-60.49086109810074,-23307.903967053477,fixed_pocket_aimnet2025_minimized_v2,-229635.9082672803,-206322.93243283912,-229633.45953189893,497,0.0019486488308757,True,-23332.05442441118,-23305.113503933742,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-23332.736806344925,-23337.05801802023,15.736101221857991,99.6495085246158,-65.9240389800564,299,0,4,0.0018798504024744,True,,1.0,4.0,t3/L1/P51532,1
20704,L1:P51532:20704,0,54,1,8.4815,COc1cc(N2C3CCC2CN(c2cc(-c4ccccc4O)nnc2N)C3)ccn1,-9.03725,9.03725,-133.8368460403888,41.08006529916037,-66.10691282305683,-36219.14434860454,fixed_pocket_aimnet2025_minimized_v2,-242548.1728514051,-206322.93243283912,-242544.9434485024,783,0.0018919456051662,True,-36261.76697897737,-36219.436703622894,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-36262.79471512971,-36264.06398041869,23.70015869830137,29.269952906142425,-80.866734435945,320,0,7,0.0019986231345683,True,,2.0,1.0,t3/L1/P51532,2
57296,L1:P51532:57296,0,52,5,7.5229,CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21,-6.62717,6.62717,-105.1408023986874,19.491067858610297,-27.02347453193487,-47220.15188713475,fixed_pocket_aimnet2025_minimized_v2,-253547.8680913107,-206322.93243283912,-253544.25616874045,395,0.00196237815544,True,-47264.11831212608,-47220.37632175629,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-47264.71912783229,-47265.67707063599,13.85513933043562,22.0906858436269,-69.19497722462488,632,0,9,0.0017847259296104,True,,3.0,3.0,t3/L1/P51532,3
130236,L1:P51532:130236,0,45,8,6.4908,COc1cccc(-c2csc(NC(=O)CNC(=O)c3ccc(N)cc3)n2)c1,-7.42264,7.42264,-104.7548824447041,16.64824246979865,-52.6381124074652,-42915.38590070148,fixed_pocket_aimnet2025_minimized_v2,-249243.36599039347,-206322.93243283912,-249240.60093813413,429,0.001986420713365,True,-42956.502934650336,-42915.89095591218,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-42957.42996552053,-42958.20690171243,21.37783972261929,17.916574214605816,-65.46046850747899,644,0,10,0.0019882447086274,True,,4.0,5.0,t3/L1/P51532,4
93381,L1:P51532:93381,0,51,7,6.279,CSCC[C@H](NC(=O)c1ccc(N)cc1)C(=O)Nc1nc(-c2ccccc2)cs1,-6.9635,6.9635,-104.60854631995622,22.74494046531773,-47.34351327030002,-53840.73420727863,fixed_pocket_aimnet2025_minimized_v2,-260170.05120254256,-206322.93243283912,-260165.7196491624,569,0.001725248992443,True,-53886.87478498904,-53842.58251379623,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-53887.42597461599,-53888.367615649935,12.710734756083584,21.714758102613743,-70.1830534612589,498,0,12,0.0019443914061412,True,,5.0,2.0,t3/L1/P51532,5
35615,L1:P51532:35615,0,45,4,6.6904,COc1ccc(-c2csc(NC(=O)CNC(=O)c3ccc(N)cc3)n2)cc1,-7.32863,7.32863,-98.552823995858,7.706408529002659,-44.64657795271688,-42915.24982446925,fixed_pocket_aimnet2025_minimized_v2,-249243.25849538692,-206322.93243283912,-249240.11831616875,1000,0.0092135947197675,False,-42956.60287542716,-42916.05240761475,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-42957.423912219085,-42958.26004669853,18.933558210854205,19.28171915594089,-60.3375466290629,699,0,10,0.001528377761133,True,,6.0,7.0,t3/L1/P51532,6
143316,L1:P51532:143316,0,42,9,6.4815,N#Cc1cccc(-c2csc(NC(=O)CNC(=O)c3ccc(N)cc3)n2)c1,-7.54174,7.54174,-91.82998095216088,13.032644391422634,-33.49245803576207,-42309.46235030741,fixed_pocket_aimnet2025_minimized_v2,-248636.68471392212,-206322.93243283912,-248633.8471535881,668,0.0019408776424825,True,-42350.18534948144,-42309.770156216495,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-42351.245407121394,-42351.90130898373,24.445509909326013,15.125456268625694,-52.25901477420916,796,0,8,0.0016888559330254,True,,7.0,10.0,t3/L1/P51532,7
35235,L1:P51532:35235,0,61,3,8.5528,COCCOc1cc(N2C3CCC2CN(c2cc(-c4ccccc4O)nnc2N)C3)ccn1,-7.87434,7.87434,-90.6631591712201,43.62990887041224,-46.24429957163366,-40402.18198257023,fixed_pocket_aimnet2025_minimized_v2,-246731.5844058385,-206322.93243283912,-246727.11975803657,434,0.0019271903438493,True,-40451.70335193013,-40404.7204463142,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-40452.22426307544,-40453.06958067416,12.012496381872214,19.49348691725581,-59.15717587209208,393,0,10,0.0019181374227628,True,,8.0,8.0,t3/L1/P51532,8
78268,L1:P51532:78268,0,33,6,7.8928,Cn1cc(-c2cc(-c3ccccc3O)nnc2N)cn1,-8.7362,8.7362,-80.62259715378049,22.18336143109674,-53.6615636219348,-24213.525146229076,fixed_pocket_aimnet2025_minimized_v2,-230540.2484285225,-206322.93243283912,-230538.78456470688,287,0.0019283510046079,True,-24242.036308475246,-24213.81986897612,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-24242.528140787606,-24243.050307048063,11.341922563826389,12.041440024787688,-57.23923456516641,161,0,5,0.0018788396846503,True,,9.0,9.0,t3/L1/P51532,9
31548,L1:P51532:31548,0,37,2,6.5935,Nc1nnc(cc1N1CCNCC1)-c1ccccc1O,-8.36004,8.36004,-79.82914467440972,31.414849828324865,-55.94131565305707,-24278.55549633414,fixed_pocket_aimnet2025_minimized_v2,-230605.67302084927,-206322.93243283912,-230603.91377421663,471,0.0014845979167148,True,-24307.65918090132,-24279.278868659007,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-24308.04096985347,-24308.439154867487,8.804262392312776,9.182364561136112,-61.84251772096083,180,0,4,0.0018903873860836,True,,10.0,6.0,t3/L1/P51532,10
