mol_id,name,formal_charge,n_atoms,source_index,paff,smiles,smina_affinity_kcal_mol,smina_score,aimnet_interaction_kcal_mol,input_interaction_kcal_mol,pre_minimization_interaction_kcal_mol,initial_interaction_ligand_ev,interaction_geometry,complex_bound_ev,pocket_ev,complex_initial_ev,complex_minimization_steps,complex_final_max_force_ev_a,complex_optimization_converged,gas_bound_ev,interaction_ligand_ev,interaction_model,desolvation_gas_model,cpcm_bound_ev,cpcm_local_min_ev,desolvation_kcal_mol,local_strain_kcal_mol,aimnet2_composite_kcal_mol,optimization_steps,bound_refinement_steps,restrained_rotatable_torsions,final_max_force_ev_a,optimization_converged,error,aimnet_interaction_rank,aimnet2_score_rank,benchmark,rank
69525,L1:P00338:69525,0,68,7,9.0,CC(C)(O)C#Cc1cccc(-c2nn(-c3nc(C(=O)O)cs3)c(CC3CC3)c2Cc2ccc(S(N)(=O)=O)c(F)c2)c1,-6.42709,6.42709,-77.98697145117144,15.49209223107514,-38.44601289376913,-71062.98457107654,fixed_pocket_aimnet2025_minimized_v2,-302753.26075613603,-231683.93701245755,-302748.5887604449,757,0.0017499577952548,True,-71130.12675569436,-71065.94190851897,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-71130.98393481923,-71131.62498029214,19.76702020844297,14.782859789523078,-43.43709145320539,641,0,13,0.0019517292967066,True,,7.0,1.0,t3/L1/P00338,1
69527,L1:P00338:69527,0,45,9,7.6021,CCCCCCOCc1c(C(=O)OC)n(O)c2cccc(Br)c12,-5.49915,5.49915,-64.0750028117003,40.6199385717958,-29.09624833228365,-97721.8174375282,fixed_pocket_aimnet2025_minimized_v2,-329409.4981564757,-231683.93701245755,-329407.0161827315,1000,0.0025691341143101,False,-97728.945837192,-97722.78258891696,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-97729.48159360496,-97729.87248082574,12.354836386434496,9.014073451245086,-42.70609297402072,347,0,12,0.0018028013873845,True,,10.0,2.0,t3/L1/P00338,2
69524,L1:P00338:69524,0,69,6,9.0,NS(=O)(=O)c1ccc(Cc2c(-c3ccc(F)c(C#CC4(O)CCC4)c3)nn(-c3nc(C(=O)O)cs3)c2CC2CC2)cc1F,-6.91302,6.91302,-88.87412002189728,8.745131779457452,-28.25020831042437,-74797.73470775408,fixed_pocket_aimnet2025_minimized_v2,-306488.2775014305,-231683.93701245755,-306482.89676518965,1000,0.0063764676451683,False,-74868.37571768876,-74800.4865423679,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-74869.44175173058,-74870.41937770451,24.58332901058118,22.54459053227094,-41.74620047904516,664,0,11,0.0015323742991313,True,,2.0,3.0,t3/L1/P00338,3
6096,L1:P00338:6096,0,69,0,9.0,CC1(C#Cc2cc(-c3nn(-c4nc(C(=O)O)cs4)c(CC4CC4)c3Cc3ccc(S(N)(=O)=O)c(F)c3)ccc2F)COC1,-6.53286,6.53286,-93.0288769875962,11.613606662599397,-33.3896157453113,-74797.6083576868,fixed_pocket_aimnet2025_minimized_v2,-306487.8884901173,-231683.93701245755,-306482.9932809221,675,0.0018504256149753,True,-74867.84506525513,-74799.91736374053,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-74868.55280259608,-74870.06889928636,16.320810802622777,34.96202024197025,-41.74604594300318,622,0,11,0.0018930106889456,True,,1.0,4.0,t3/L1/P00338,4
43836,L1:P00338:43836,0,65,2,9.0,NS(=O)(=O)c1ccc(Cc2c(CC3CC3)n(nc2-c2ccc(F)c(c2)C#CC2CC2)-c2nc(cs2)C(O)=O)cc1F,-6.68962,6.68962,-82.59839638052463,-0.6533705847307552,-38.03946004962502,-71680.85292564493,fixed_pocket_aimnet2025_minimized_v2,-303372.7751869512,-231683.93701245755,-303366.43948521337,482,0.001252309884876,True,-71749.8131650053,-71685.25636902281,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-71750.60853612967,-71751.65721524181,18.34169385675164,24.18311482439706,-40.07358769937594,782,0,10,0.0013565988047048,True,,4.0,5.0,t3/L1/P00338,5
69523,L1:P00338:69523,0,68,5,9.0,CC(C)(O)C#Cc1cc(-c2nn(-c3nc(C(=O)O)cs3)c(CC3CC3)c2Cc2ccc(S(N)(=O)=O)c(F)c2)ccc1F,-6.5626,6.5626,-83.92924806049535,2.0238287558374526,-35.495204470187794,-73762.94076825312,fixed_pocket_aimnet2025_minimized_v2,-305452.7084559834,-231683.93701245755,-305448.4169984574,716,0.001396459294483,True,-73831.74222450153,-73765.13192686399,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-73832.62846617024,-73833.6732805141,20.43721839064345,24.093991150590814,-39.39803851926109,546,0,13,0.0010795874986797,True,,3.0,6.0,t3/L1/P00338,6
69526,L1:P00338:69526,0,67,8,9.0,NS(=O)(=O)c1ccc(Cc2c(-c3cccc(C#CC4(O)COC4)c3)nn(-c3nc(C(=O)O)cs3)c2CC2CC2)cc1F,-6.74799,6.74799,-80.472086982555,-7.418643004799143,-26.768557615613457,-73074.67824054576,fixed_pocket_aimnet2025_minimized_v2,-304765.0555984837,-231683.93701245755,-304759.77604752616,460,0.0017955118091776,True,-73143.98228056886,-73077.6289860577,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-73144.89928104627,-73145.94897545244,21.14653336992068,24.206528061114263,-35.11902555152006,792,0,11,0.0016035797307267,True,,6.0,7.0,t3/L1/P00338,7
37515,L1:P00338:37515,0,66,1,9.0,NS(=O)(=O)c1ccc(Cc2c(-c3cccc(C#CC4COC4)c3)nn(-c3nc(C(=O)O)cs3)c2CC2CC2)cc1F,-6.47546,6.47546,-75.12753493333706,-15.247273818967328,-32.65402540125388,-71028.47121070305,fixed_pocket_aimnet2025_minimized_v2,-302718.9110581185,-231683.93701245755,-302713.824235722,573,0.0017963176360353,True,-71095.89840494377,-71031.71620740468,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-71096.67075684987,-71097.65947255267,17.810858072606855,22.8003257552758,-34.516351105454405,1000,0,10,0.0079542128369212,False,,9.0,8.0,t3/L1/P00338,8
47131,L1:P00338:47131,0,67,3,9.0,NS(=O)(=O)c1ccc(Cc2c(-c3ccc(F)c(C#CC4(O)COC4)c3)nn(-c3nc(C(=O)O)cs3)c2CC2CC2)cc1F,-6.96509,6.96509,-80.74316705019193,-1.0376535745033613,-28.443280515235333,-75774.45441204237,fixed_pocket_aimnet2025_minimized_v2,-307464.62547279074,-231683.93701245755,-307459.6248418812,616,0.0019677672535181,True,-75846.03214084479,-75777.18710522041,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-75846.93088165291,-75848.09576649872,20.72545539288104,26.862882704045536,-33.15482895326535,1000,0,11,0.0196041986346244,False,,5.0,9.0,t3/L1/P00338,9
69006,L1:P00338:69006,0,66,4,9.0,NS(=O)(=O)c1ccc(Cc2c(-c3ccc(F)c(C#CC4(O)CC4)c3)nn(-c3nc(C(=O)O)cs3)c2CC2CC2)cc1F,-7.01821,7.01821,-75.53221864275945,-5.148975570650064,-32.95924734744496,-73727.8166384537,fixed_pocket_aimnet2025_minimized_v2,-305418.3432920218,-231683.93701245755,-305413.18289914896,660,0.0016380831366404,True,-73797.7974033604,-73731.13089256138,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-73798.96955485393,-73799.82032667212,27.0304555813799,19.61926420639637,-28.882498854983183,546,0,11,0.0017886795103549,True,,8.0,10.0,t3/L1/P00338,10
